group,n,rmse,point_spearman,rank_spearman,ndcg,hit_recall_5pct,regret_5pct,normalized_regret_5pct,hit_recall_10pct,regret_10pct,normalized_regret_10pct,hit_recall_20pct,regret_20pct,normalized_regret_20pct,source,model,seed,fold_index,split,model_display,size_stratum
screen:LM_3CR_LM_3CR_macrophage_BDMC_in_vitro,36,0.998999573154261,0.3894465894465895,0.2283140283140283,0.7788349110921339,0.0,2.1731282770633698,0.6342312115637269,0.25,0.2456980943679809,0.0717074098729604,0.5,0.0,0.0,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Small (<100)
screen:Luke_Raj_133_3_form_RM_Michael_addition_branched_133_form_liver_Mouse_intravenous,23,1.001615822460309,-0.5009881422924901,0.0494071146245059,0.8048550049001635,0.0,0.8766744136810303,0.2069620053139196,0.3333333333333333,0.8766744136810303,0.2069620053139196,0.4,0.8766744136810303,0.2069620053139196,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Small (<100)
screen:Luke_Raj_Branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,384,1.0024148697109374,-0.365238321272411,-0.2427602010316345,0.3808492331976881,0.0,4.944577574729919,0.7795166016289148,0.0769230769230769,4.925507426261902,0.7765101775003258,0.0519480519480519,3.463972806930542,0.5460980781034586,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Medium (100-499)
screen:RM_BL_AG_carbonate_RM_carbonate_generic_cell_nan_in_vitro,709,0.9955737824011232,0.1555894090832151,-0.0024721373812424,0.921238135183562,0.1944444444444444,0.5566061735153198,0.118770076301392,0.2535211267605634,0.2186415195465088,0.0466542974095784,0.323943661971831,0.0,0.0,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_lung_epithelium_nan_intratracheal,35,0.8580489520137069,0.1844666998010624,-0.1687793266972514,0.824881997893506,0.5,1.4952352046966553,0.318964155871686,0.25,1.4952352046966553,0.318964155871686,0.1428571428571428,1.4952352046966553,0.318964155871686,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_liver_nan_intravenous,90,0.99679335946875,0.2579176767428386,0.2249752025997677,0.9068571226916854,0.0,0.0269701480865478,0.0094974701413118,0.1111111111111111,0.0269701480865478,0.0094974701413118,0.3888888888888889,0.000482439994812,0.0001698900366063,ablation_results\20260903_093354\results.json,A115_dual_rank_residual,20260727,4,test,DeepLNP,Small (<100)
screen:A549_form_screen_other_lung_epithelium_A549_in_vitro,157,0.8666835589117907,0.4178809297874412,0.4178809297874412,0.9335794758237947,0.25,0.0,0.0,0.1875,0.0,0.0,0.28125,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Medium (100-499)
screen:AGILE_3CR_Agile_3CR_generic_cell_HeLa_in_vitro,1100,1.0076963658845832,,,0.9370386284845164,0.0,1.6975317549565612,0.3064516129032258,0.0,1.6975317549565612,0.3064516129032258,0.0,1.6975317549565612,0.3064516129032258,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Large (>=500)
screen:LM_3CR_LM_3CR_macrophage_BDMC_in_vitro,36,1.000111836537056,,,0.7659212784785903,0.0,3.0071679740382784,0.8776470924617189,0.0,2.929355735533843,0.8549374581908911,0.0,2.751384713015819,0.8029963123008496,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Small (<100)
screen:Luke_Raj_133_3_form_RM_Michael_addition_branched_133_form_liver_Mouse_intravenous,23,0.9976906516277294,0.210553172017554,0.210553172017554,0.8335570786332646,0.0,1.437857769763132,0.3394440672642435,0.0,1.437857769763132,0.3394440672642435,0.4,0.8766744904440105,0.2069620243121444,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Small (<100)
screen:Luke_Raj_Branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,384,1.000604914190957,,,0.4478019963830486,0.05,2.285691335533876,0.3603410474851725,0.0512820512820512,2.285691335533876,0.3603410474851725,0.5324675324675324,2.0118541245653896,0.3171703945160765,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Medium (100-499)
screen:RM_BL_AG_carbonate_RM_carbonate_generic_cell_nan_in_vitro,709,0.9966527365970764,,,0.9011172340484588,0.4722222222222222,0.0,0.0,0.2394366197183098,0.0,0.0,0.1197183098591549,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_lung_epithelium_nan_intratracheal,35,0.8633020536088862,0.2829924835798856,0.2829924835798856,0.8090449407291379,0.0,4.018548647521734,0.8572383807519431,0.5,2.2404125279397324,0.4779256831572391,0.2857142857142857,2.2404125279397324,0.4779256831572391,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_liver_nan_intravenous,90,0.9999101261028028,,,0.8372942472435431,0.0,0.0269701186916977,0.0094974602479685,0.1111111111111111,0.0269701186916977,0.0094974602479685,0.2777777777777778,0.0269701186916977,0.0094974602479685,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Metadata only / Extra Trees,20260727,4,test,Metadata Extra Trees,Small (<100)
screen:A549_form_screen_other_lung_epithelium_A549_in_vitro,157,0.9756725836743072,0.3788322452952956,0.3788322452952956,0.945464320353186,0.125,0.3507294546208337,0.0750407830342576,0.4375,0.3507294546208337,0.0750407830342576,0.34375,0.3507294546208337,0.0750407830342576,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Medium (100-499)
screen:AGILE_3CR_Agile_3CR_generic_cell_HeLa_in_vitro,1100,0.9876432661134428,0.1572754035550485,0.1572754035550485,0.9578994817761568,0.3272727272727272,0.0,0.0,0.3727272727272727,0.0,0.0,0.3863636363636363,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Large (>=500)
screen:LM_3CR_LM_3CR_macrophage_BDMC_in_vitro,36,0.9913350738405956,0.8494208494208494,0.8494208494208494,0.9565358150103024,0.5,0.1360238370314557,0.0396987883971872,0.5,0.0,0.0,0.75,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Luke_Raj_133_3_form_RM_Michael_addition_branched_133_form_liver_Mouse_intravenous,23,1.0190386725694784,0.4463727246772143,0.4463727246772143,0.8881777476550111,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.0,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Luke_Raj_Branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,384,1.0508702049144636,-0.2039884170565234,-0.2039884170565234,0.3871397488093159,0.0,4.944577934225891,0.779516623479199,0.0512820512820512,4.944577934225891,0.779516623479199,0.1948051948051948,4.944577934225891,0.779516623479199,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Medium (100-499)
screen:RM_BL_AG_carbonate_RM_carbonate_generic_cell_nan_in_vitro,709,1.024261844553022,0.0859879734712531,0.0859879734712531,0.9126611467377764,0.1111111111111111,0.2981794727048275,0.0636263129787108,0.2816901408450704,0.2981794727048275,0.0636263129787108,0.4084507042253521,0.2981794727048275,0.0636263129787108,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_lung_epithelium_nan_intratracheal,35,1.0256463839577623,-0.2332096090879035,-0.2332096090879035,0.7539363975057924,0.0,3.090770526619473,0.6593243864670119,0.0,3.090770526619473,0.6593243864670119,0.0,3.028549209642906,0.6460513106150771,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_liver_nan_intravenous,90,1.1522421789785426,0.4623882059067269,0.4623882059067269,0.9270079696975304,0.0,0.0946078746001128,0.0333159278396487,0.1111111111111111,0.0053086089520446,0.0018694134449461,0.2222222222222222,0.0053086089520446,0.0018694134449461,method\benchmark_results\matched_baselines_20260902_171216\predictions.csv,Ionizable Morgan + metadata / Extra Trees,20260727,4,test,Ionizable Morgan Extra Trees,Small (<100)
screen:A549_form_screen_other_lung_epithelium_A549_in_vitro,157,0.9516281917407318,0.4479937731890206,0.3788322452952956,0.9454643158854305,0.125,0.3507295846939087,0.0750408102041502,0.4375,0.3507295846939087,0.0750408102041502,0.34375,0.3507295846939087,0.0750408102041502,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Medium (100-499)
screen:AGILE_3CR_Agile_3CR_generic_cell_HeLa_in_vitro,1100,1.0095989748546566,-0.0297651965397842,0.1572754035550485,0.9578994820209886,0.3272727272727272,0.0,0.0,0.3727272727272727,0.0,0.0,0.3863636363636363,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Large (>=500)
screen:LM_3CR_LM_3CR_macrophage_BDMC_in_vitro,36,0.9991145907789132,0.3894465894465895,0.8494208494208494,0.956535819025116,0.5,0.1360236406326294,0.0396987326106317,0.5,0.0,0.0,0.75,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Small (<100)
screen:Luke_Raj_133_3_form_RM_Michael_addition_branched_133_form_liver_Mouse_intravenous,23,0.9996932408970536,0.1383399209486166,0.4463727246772143,0.8881777515483854,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.0,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Small (<100)
screen:Luke_Raj_Branched_ester_RM_Michael_addition_branched_liver_Mouse_intravenous,384,1.0014939663532951,-0.365238321272411,-0.2039884170565234,0.38713975102459,0.0,4.944577574729919,0.7795166016289148,0.0512820512820512,4.944577574729919,0.7795166016289148,0.1948051948051948,4.944577574729919,0.7795166016289148,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Medium (100-499)
screen:RM_BL_AG_carbonate_RM_carbonate_generic_cell_nan_in_vitro,709,0.995488728236637,0.1555894090832151,0.0859879734712531,0.9126611489598038,0.1111111111111111,0.2981793880462646,0.0636262951344762,0.2816901408450704,0.2981793880462646,0.0636262951344762,0.4084507042253521,0.2981793880462646,0.0636262951344762,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Large (>=500)
screen:RM_BL_AG_carbonate_RM_carbonate_lung_epithelium_nan_intratracheal,35,0.8561764753435004,0.2004342045674413,-0.2332096090879035,0.7539363957967267,0.0,3.090770613402128,0.6593243903034143,0.0,3.090770613402128,0.6593243903034143,0.0,3.0285492911934853,0.6460513136308207,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Small (<100)
screen:Whitehead_siRNA_whitehead_lipidoid_liver_nan_intravenous,90,0.997387764644443,0.2579176767428386,0.4623882059067269,0.927007973406166,0.0,0.0946079492568969,0.033315952523312,0.1111111111111111,0.0053086280822753,0.0018694200914635,0.2222222222222222,0.0053086280822753,0.0018694200914635,method\benchmark_results\dual_head_hybrid_postfix_20260903_093428,validation_selected_neural_tree_hybrid,20260727,4,test,Validation-selected hybrid,Small (<100)
